pais,causa,metrica,sexo,edad,anio,valor,limite_superior,limite_inferior
Colombia,Enfermedades digestivas,Número,Ambos,Todas las edades,2015,373882.5287861548,439939.6397295182,328819.1538063372
Colombia,Enfermedades digestivas,Tasa,Ambos,Todas las edades,2015,792.8550886210013,932.9357624120024,697.2937199761993
Colombia,Enfermedades respiratorias crónicas,Número,Ambos,Todas las edades,2015,425254.5328498781,475649.3965249852,381983.8476394533
Colombia,Enfermedades respiratorias crónicas,Tasa,Ambos,Todas las edades,2015,901.7945326940306,1008.661853386684,810.0347410060233
Chile,Enfermedades ginecológicas,Número,Ambos,Todas las edades,2015,68314.1179538129,95198.6522835757,46419.61780825902
Chile,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,2015,384.7985123144671,536.233224848621,261.47157293168624
Chile,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,2015,7240.38177372871,11476.928071447344,5082.591711346928
Chile,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,2015,40.78348983446234,64.64703022029708,28.629129494878857
Chile,Síndrome de muerte súbita del lactante,Número,Ambos,Todas las edades,2015,2991.880333911814,3497.7996278914243,2411.527179250224
Chile,Síndrome de muerte súbita del lactante,Tasa,Ambos,Todas las edades,2015,16.85260874319639,19.70234167550418,13.583606123828996
Chile,Accidentes de tránsito,Número,Ambos,Todas las edades,2015,121623.76687889494,130131.58068482688,113508.92691357704
Chile,Accidentes de tránsito,Tasa,Ambos,Todas las edades,2015,685.0801263176987,733.0027840878614,639.3710043989252
Chile,Enfermedades respiratorias crónicas,Número,Ambos,Todas las edades,2015,159913.61407655364,181152.4361965471,141402.09570052655
Chile,Enfermedades respiratorias crónicas,Tasa,Ambos,Todas las edades,2015,900.7584762653464,1020.3921244756708,796.4871346285689
Colombia,Síndrome de muerte súbita del lactante,Número,Ambos,Todas las edades,2015,7824.063394092985,8851.436543466574,6860.907780308655
Colombia,Síndrome de muerte súbita del lactante,Tasa,Ambos,Todas las edades,2015,16.591704607967877,18.770351553675603,14.549237333548753
Colombia,Accidentes de tránsito,Número,Ambos,Todas las edades,2015,411279.5646760016,432447.020120073,391902.0443002688
Colombia,Accidentes de tránsito,Tasa,Ambos,Todas las edades,2015,872.159222731976,917.0469173147555,831.0672634884236
Colombia,Caídas,Número,Ambos,Todas las edades,2015,361602.9704161948,477664.3554523355,273951.89301314513
Colombia,Caídas,Tasa,Ambos,Todas las edades,2015,766.8150637734909,1012.9347741998032,580.9422363703442
Colombia,Ahogamientos,Número,Ambos,Todas las edades,2015,61116.08176616638,65873.15340888896,56617.084134673605
Colombia,Ahogamientos,Tasa,Ambos,Todas las edades,2015,129.60272998634056,139.69057354274412,120.06215803877284
Colombia,Anomalías congénitas,Número,Ambos,Todas las edades,2015,344651.2222679274,377384.9908583297,294879.1736422704
Colombia,Anomalías congénitas,Tasa,Ambos,Todas las edades,2015,730.8671958054143,800.2824077996795,625.3206163702607
Chile,Ahogamientos,Número,Ambos,Todas las edades,2015,15243.996036414965,16183.41949173535,14339.12477819639
Chile,Ahogamientos,Tasa,Ambos,Todas las edades,2015,85.86610165275087,91.1576688846516,80.76915940379959
México,Enfermedades cardiovasculares,Número,Ambos,Todas las edades,2015,3400454.354690288,3560856.156106108,3216525.156619111
México,Enfermedades cardiovasculares,Tasa,Ambos,Todas las edades,2015,2760.5846288611165,2890.8033294354627,2611.265724964144
México,Enfermedades respiratorias crónicas,Número,Ambos,Todas las edades,2015,930812.7255076905,1041895.5255406172,838910.4821766597
México,Enfermedades respiratorias crónicas,Tasa,Ambos,Todas las edades,2015,755.6599896247944,845.8401356628619,681.0511597936991
Chile,Anomalías congénitas,Número,Ambos,Todas las edades,2015,91431.02392616495,100221.20647113486,81565.79757417043
Chile,Anomalías congénitas,Tasa,Ambos,Todas las edades,2015,515.0109968478788,564.524176079203,459.44233055170304
Argentina,Enfermedades cardiovasculares,Número,Ambos,Todas las edades,2003,1955443.257955009,2037962.2207282323,1846571.0348952063
Argentina,Enfermedades cardiovasculares,Tasa,Ambos,Todas las edades,2003,5124.27247478407,5340.51482692921,4838.970953697057
Colombia,Diabetes y enfermedades renales,Número,Ambos,Todas las edades,2015,608773.6553930416,707385.8176352322,520518.9814892421
Colombia,Diabetes y enfermedades renales,Tasa,Ambos,Todas las edades,2015,1290.9650848458018,1500.081982839073,1103.8122710291489
Chile,Caídas,Número,Ambos,Todas las edades,2015,116507.25255762228,147866.68556066015,91274.7112199084
Chile,Caídas,Tasa,Ambos,Todas las edades,2015,656.2599181669835,832.9007579821549,514.1305214992242
Chile,Diabetes y enfermedades renales,Número,Ambos,Todas las edades,2015,200644.86133434591,218935.88071677327,183114.02289013777
Chile,Diabetes y enfermedades renales,Tasa,Ambos,Todas las edades,2015,1130.1886997530864,1233.218018697551,1031.441314073345
Colombia,Enfermedades ginecológicas,Número,Ambos,Todas las edades,2015,138378.4285214391,194704.0328382636,92349.58589249649
Colombia,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,2015,293.445220788459,412.8892668829207,195.83648196834253
Colombia,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,2015,32177.693791401874,48105.07925001586,22614.60474067436
Colombia,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,2015,68.23600007582417,102.01160507745024,47.95651859959352
México,Neoplasias,Número,Ambos,Todas las edades,2015,2626221.157374713,2708010.053282029,2543241.6805435307
México,Neoplasias,Tasa,Ambos,Todas las edades,2015,2132.040310742182,2198.4388402627524,2064.675234091428
México,Enfermedades digestivas,Número,Ambos,Todas las edades,2015,2107095.421951576,2284416.7847908973,1944774.3576993768
México,Enfermedades digestivas,Tasa,Ambos,Todas las edades,2015,1710.5994160339023,1854.5538931606868,1578.822603827344
México,Enfermedades ginecológicas,Número,Ambos,Todas las edades,2015,391105.82719014114,533367.0813441996,262261.4858463799
México,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,2015,317.5107271502995,433.00242047607793,212.9112615704365
México,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,2015,77036.00115949799,103840.5180346189,61101.7806541029
México,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,2015,62.53999568513745,84.30065751182636,49.6041466450218
México,Trastornos neurolágicos,Número,Ambos,Todas las edades,2015,1519846.2059862236,1970811.6290148995,1140238.0040507652
México,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,2015,1233.8539609247584,1599.96039409704,925.67732982039
México,Anomalías congénitas,Número,Ambos,Todas las edades,2015,1176117.3235094687,1253920.1368446453,1073864.430639579
México,Anomalías congénitas,Tasa,Ambos,Todas las edades,2015,954.805172002738,1017.9676874115938,871.7933933197352
Brasil,Enfermedades digestivas,Número,Ambos,Todas las edades,2015,2619722.8973399177,2936138.1155090863,2394801.0049848743
Brasil,Enfermedades digestivas,Tasa,Ambos,Todas las edades,2015,1278.6587205303024,1433.0976035248857,1168.8767510746854
Brasil,Neoplasias,Número,Ambos,Todas las edades,2015,6456842.188961716,6624393.785823024,6201164.0652077645
Brasil,Neoplasias,Tasa,Ambos,Todas las edades,2015,3151.515597465351,3233.295739434959,3026.721840492514
Brasil,Anomalías congénitas,Número,Ambos,Todas las edades,2015,1363748.7635976055,1451831.252539615,1263412.1117406518
Brasil,Anomalías congénitas,Tasa,Ambos,Todas las edades,2015,665.6311821976024,708.6233027482444,616.6579358225833
Brasil,Trastornos neurolágicos,Número,Ambos,Todas las edades,2015,3240171.059697002,4484392.914248767,2351432.2445387985
Brasil,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,2015,1581.492831054149,2188.7842076392258,1147.7089230577328
Brasil,Síndrome de muerte súbita del lactante,Número,Ambos,Todas las edades,2015,14987.213814958926,17610.39979053819,12623.71870376108
Brasil,Síndrome de muerte súbita del lactante,Tasa,Ambos,Todas las edades,2015,7.315098730636069,8.595447742607163,6.161502051409983
Brasil,Accidentes de tránsito,Número,Ambos,Todas las edades,2015,2489233.012190882,2603852.6112868367,2386072.486294537
Brasil,Accidentes de tránsito,Tasa,Ambos,Todas las edades,2015,1214.9680035631638,1270.912603687302,1164.6164544791773
Brasil,Caídas,Número,Ambos,Todas las edades,2015,1466699.726360191,1831978.961911172,1178818.511897283
Brasil,Caídas,Tasa,Ambos,Todas las edades,2015,715.8804457578966,894.1693328917866,575.3687047170309
Brasil,Ahogamientos,Número,Ambos,Todas las edades,2015,362945.8932501401,385127.0416342822,341403.8862164961
Brasil,Ahogamientos,Tasa,Ambos,Todas las edades,2015,177.15000771882626,187.9763889523373,166.63558454099197
Argentina,Enfermedades ginecológicas,Número,Ambos,Todas las edades,2003,127200.19132032752,176424.20276552136,85157.01479704122
Argentina,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,2003,333.3302751273278,462.3226383272963,223.15541255623464
Argentina,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,2003,23350.77685100149,37339.14462842179,17081.826373775257
Argentina,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,2003,61.19110978834903,97.84786660161188,44.76321793030057
Brasil,Diabetes y enfermedades renales,Número,Ambos,Todas las edades,2015,3305633.7734161387,3734851.982038984,2919893.2966084746
Brasil,Diabetes y enfermedades renales,Tasa,Ambos,Todas las edades,2015,1613.4444813037028,1822.9412971781132,1425.168681205737
Colombia,Neoplasias,Número,Ambos,Todas las edades,2003,958632.72522484,978980.6544699364,930159.741005135
Colombia,Neoplasias,Tasa,Ambos,Todas las edades,2003,2300.33092777456,2349.157730497872,2232.007278390212
Chile,Enfermedades digestivas,Número,Ambos,Todas las edades,2003,222820.7648486251,244674.81097121304,206666.19243163036
Chile,Enfermedades digestivas,Tasa,Ambos,Todas las edades,2003,1417.4563599231028,1556.4791152195369,1314.6903478332324
Brasil,Enfermedades cardiovasculares,Número,Ambos,Todas las edades,2003,7638469.386177495,7969809.021521195,7253360.206248859
Brasil,Enfermedades cardiovasculares,Tasa,Ambos,Todas las edades,2003,4175.106125972047,4356.212846620054,3964.609544130961
Brasil,Enfermedades respiratorias crónicas,Número,Ambos,Todas las edades,2003,1920261.8736616464,2165437.591752502,1742236.9706972633
Brasil,Enfermedades respiratorias crónicas,Tasa,Ambos,Todas las edades,2003,1049.5947168032533,1183.6051566949277,952.2881982634016
Chile,Trastornos neurolágicos,Número,Ambos,Todas las edades,2003,188510.99991735784,254288.540773492,140583.09499590754
Chile,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,2003,1199.1975520317883,1617.636083512326,894.3080427670122
Colombia,Trastornos neurolágicos,Número,Ambos,Todas las edades,2003,457388.11205228633,603149.1035160812,337126.0761253963
Colombia,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,2003,1097.5465289936956,1447.3139716277967,808.9662694215262
Brasil,Enfermedades ginecológicas,Número,Ambos,Todas las edades,2003,612836.2395139259,844747.163598712,424124.96208266646
Brasil,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,2003,334.9697705724112,461.7298151408124,231.82219340609845
Brasil,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,2003,196548.41897227376,262545.09822979715,153062.56448722334
Brasil,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,2003,107.43127537910009,143.504358340003,83.66236982032297
México,Síndrome de muerte súbita del lactante,Número,Ambos,Todas las edades,2003,28078.58227805269,32524.05760976379,24525.337923669707
México,Síndrome de muerte súbita del lactante,Tasa,Ambos,Todas las edades,2003,26.58839035381194,30.79793456289278,23.22372446786163
México,Accidentes de tránsito,Número,Ambos,Todas las edades,2003,1094431.552450162,1189821.1678050878,1008968.75413594
México,Accidentes de tránsito,Tasa,Ambos,Todas las edades,2003,1036.3476704028033,1126.6747497275726,955.4205701736802
México,Caídas,Número,Ambos,Todas las edades,2003,1255681.9260011187,1622401.8945203277,959524.4667312752
México,Caídas,Tasa,Ambos,Todas las edades,2003,1189.040133085365,1536.2974688358147,908.6003995089784
México,Ahogamientos,Número,Ambos,Todas las edades,2003,188149.47980327,208729.7989164663,169093.75596298825
México,Ahogamientos,Tasa,Ambos,Todas las edades,2003,178.1639743893415,197.65205084451895,160.11957959324548
Chile,Enfermedades digestivas,Número,Ambos,Todas las edades,2004,221698.34723369204,243431.94144082136,207122.12526254068
Chile,Enfermedades digestivas,Tasa,Ambos,Todas las edades,2004,1395.6777648795576,1532.499236777278,1303.914749255267
Argentina,Enfermedades cardiovasculares,Número,Ambos,Todas las edades,2004,1874757.8687983116,1959189.2894494464,1770358.009103351
Argentina,Enfermedades cardiovasculares,Tasa,Ambos,Todas las edades,2004,4860.358088336428,5079.248722215733,4589.698761639035
México,Diabetes y enfermedades renales,Número,Ambos,Todas las edades,2003,2995808.0501243,3315336.4645911017,2696821.737522521
México,Diabetes y enfermedades renales,Tasa,Ambos,Todas las edades,2003,2836.8139485467404,3139.384289486585,2553.6954950870486
Chile,Trastornos neurolágicos,Número,Ambos,Todas las edades,2004,193787.47043374876,265129.4151103586,146677.44531391768
Chile,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,2004,1219.9678841608222,1669.0933157701718,923.3918592012908
Colombia,Neoplasias,Número,Ambos,Todas las edades,2004,985666.6770740214,1006377.37104106,956557.3011129792
Colombia,Neoplasias,Tasa,Ambos,Todas las edades,2004,2334.0618416157763,2383.104831123492,2265.1307463031017
Argentina,Enfermedades ginecológicas,Número,Ambos,Todas las edades,2004,129007.6665857122,177661.567822446,87524.46671947821
Argentina,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,2004,334.4557002175363,460.5921930098869,226.90943552087757
Argentina,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,2004,22666.584113186203,36892.57004708141,16391.847869245583
Argentina,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,2004,58.76370344299356,95.64493858760852,42.49628802738952
Brasil,Enfermedades cardiovasculares,Número,Ambos,Todas las edades,2004,7749032.359948841,8067111.90395836,7363800.77621291
Brasil,Enfermedades cardiovasculares,Tasa,Ambos,Todas las edades,2004,4180.334522973179,4351.927418332224,3972.515428404114
Brasil,Enfermedades respiratorias crónicas,Número,Ambos,Todas las edades,2004,1922552.1286297643,2164969.310259452,1752055.801510688
Brasil,Enfermedades respiratorias crónicas,Tasa,Ambos,Todas las edades,2004,1037.1502740220371,1167.9259459067175,945.1734117263288
Colombia,Trastornos neurolágicos,Número,Ambos,Todas las edades,2004,467169.7602152873,614690.8740806096,344309.97403726564
Colombia,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,2004,1106.2594853182868,1455.589954445882,815.3271189746719
Argentina,Enfermedades respiratorias crónicas,Número,Ambos,Todas las edades,2016,514584.279627387,580692.9222401271,463286.199663943
Argentina,Enfermedades respiratorias crónicas,Tasa,Ambos,Todas las edades,2016,1152.5666352002602,1300.6368712925766,1037.669119367648
Argentina,Neoplasias,Número,Ambos,Todas las edades,2016,1961910.5003446697,2013308.7857756645,1903148.8925680616
Argentina,Neoplasias,Tasa,Ambos,Todas las edades,2016,4394.290057954516,4509.41201414245,4262.675721420403
Argentina,Enfermedades digestivas,Número,Ambos,Todas las edades,2016,532345.6685984114,598276.0354432971,481485.516597372
Argentina,Enfermedades digestivas,Tasa,Ambos,Todas las edades,2016,1192.348620646142,1340.0195544083483,1078.431976515352
Argentina,Trastornos neurolágicos,Número,Ambos,Todas las edades,2016,580222.5421692883,838999.7775051763,416675.6354537993
Argentina,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,2016,1299.5833133099943,1879.1929500705285,933.2707082942062
Argentina,Anomalías congénitas,Número,Ambos,Todas las edades,2016,285653.2320981218,308451.2699657896,253702.1328767183
Argentina,Anomalías congénitas,Tasa,Ambos,Todas las edades,2016,639.8065342995145,690.8696134385292,568.242414720836
Argentina,Síndrome de muerte súbita del lactante,Número,Ambos,Todas las edades,2016,15086.767427567327,16940.880698381516,13401.40638010167
Argentina,Síndrome de muerte súbita del lactante,Tasa,Ambos,Todas las edades,2016,33.79136413306533,37.94420979591741,30.016489951169127
Argentina,Accidentes de tránsito,Número,Ambos,Todas las edades,2016,353292.58438189456,382844.8905256728,326879.7046941328
Argentina,Accidentes de tránsito,Tasa,Ambos,Todas las edades,2016,791.3052561906748,857.4965554647349,732.1456489642045
Argentina,Caídas,Número,Ambos,Todas las edades,2016,149008.18772192544,187684.2244345259,117885.54713171817
Argentina,Caídas,Tasa,Ambos,Todas las edades,2016,333.74876058069106,420.3754051587218,264.04022387689497
Argentina,Ahogamientos,Número,Ambos,Todas las edades,2016,34347.826316135935,37969.88698817399,31102.78020962378
Argentina,Ahogamientos,Tasa,Ambos,Todas las edades,2016,76.9323124917413,85.04500937452399,69.6640533938134
Colombia,Enfermedades cardiovasculares,Número,Ambos,Todas las edades,2016,1441923.0830464826,1512884.1022195928,1355280.8739432911
Colombia,Enfermedades cardiovasculares,Tasa,Ambos,Todas las edades,2016,3031.859571619804,3181.0657586359216,2849.681330585759
Chile,Enfermedades cardiovasculares,Número,Ambos,Todas las edades,2016,560826.8276583216,590023.7398486743,526164.3440938585
Chile,Enfermedades cardiovasculares,Tasa,Ambos,Todas las edades,2016,3132.302554016703,3295.371719243871,2938.7073470062483
México,Enfermedades digestivas,Número,Ambos,Todas las edades,2016,2213683.7889108085,2392179.188122861,2046572.705734264
México,Enfermedades digestivas,Tasa,Ambos,Todas las edades,2016,1776.4646337898027,1919.705852604718,1642.359243189502
Colombia,Enfermedades digestivas,Número,Ambos,Todas las edades,2016,379230.52347086975,445965.6218575427,335003.8851446179
Colombia,Enfermedades digestivas,Tasa,Ambos,Todas las edades,2016,797.389060452734,937.7096151241666,704.3959193437706
Chile,Neoplasias,Número,Ambos,Todas las edades,2016,666509.4759215432,686782.145444723,639196.0720648606
Chile,Neoplasias,Tasa,Ambos,Todas las edades,2016,3722.556109561328,3835.782031347796,3570.006622910704
Argentina,Diabetes y enfermedades renales,Número,Ambos,Todas las edades,2016,668790.329412945,729213.4703515682,607899.841883977
Argentina,Diabetes y enfermedades renales,Tasa,Ambos,Todas las edades,2016,1497.9575749653868,1633.2934159481074,1361.574970394209
Brasil,Enfermedades ginecológicas,Número,Ambos,Todas las edades,2004,623899.4786846625,859900.2187914228,432730.4900710843
Brasil,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,2004,336.5721561688873,463.8863801247186,233.4431091212012
Brasil,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,2004,194303.7812259082,256812.27239503944,153114.26221527133
Brasil,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,2004,104.82015906928731,138.54132469041113,82.59984041443495
Colombia,Enfermedades respiratorias crónicas,Número,Ambos,Todas las edades,2016,433849.7137812039,489247.0896048463,389746.8417073453
Colombia,Enfermedades respiratorias crónicas,Tasa,Ambos,Todas las edades,2016,912.2341009986123,1028.7153933146153,819.5011970003333
México,Neoplasias,Número,Ambos,Todas las edades,2016,2723477.365703876,2802728.858962039,2644069.875685525
México,Neoplasias,Tasa,Ambos,Todas las edades,2016,2185.57015475117,2249.168883554903,2121.846239717657
México,Anomalías congénitas,Número,Ambos,Todas las edades,2016,1150428.7445471203,1225463.2937845625,1045398.7698601256
México,Anomalías congénitas,Tasa,Ambos,Todas las edades,2016,923.210437109772,983.4250999719234,838.9246703467201
Colombia,Anomalías congénitas,Número,Ambos,Todas las edades,2016,332468.8383093523,363637.09298978245,283062.3203401786
Colombia,Anomalías congénitas,Tasa,Ambos,Todas las edades,2016,699.0656031137497,764.6015338402983,595.1809880698166
Chile,Enfermedades respiratorias crónicas,Número,Ambos,Todas las edades,2016,162559.6801864436,183820.2314658092,143024.84368562506
Chile,Enfermedades respiratorias crónicas,Tasa,Ambos,Todas las edades,2016,907.920370989015,1026.6637616185594,798.8153580934988
México,Trastornos neurolágicos,Número,Ambos,Todas las edades,2016,1560981.8700657152,2018152.579031964,1164729.4893437051
México,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,2016,1252.6762404142714,1619.5523047155557,934.686677526424
Colombia,Síndrome de muerte súbita del lactante,Número,Ambos,Todas las edades,2016,7469.156615883121,8404.008756605626,6618.984609363396
Colombia,Síndrome de muerte súbita del lactante,Tasa,Ambos,Todas las edades,2016,15.70502216383662,17.67068901820891,13.917407993707572
Colombia,Accidentes de tránsito,Número,Ambos,Todas las edades,2016,422488.1092969014,444819.2024689783,401374.1648253485
Colombia,Accidentes de tránsito,Tasa,Ambos,Todas las edades,2016,888.3446233214033,935.299096395965,843.9493879628867
Colombia,Caídas,Número,Ambos,Todas las edades,2016,362675.3776910592,480053.7828418088,272763.14418405306
Colombia,Caídas,Tasa,Ambos,Todas las edades,2016,762.5793831667359,1009.3850868426064,573.5254253176241
Colombia,Ahogamientos,Número,Ambos,Todas las edades,2016,59019.17124207785,63940.50159826392,54560.16303339978
Colombia,Ahogamientos,Tasa,Ambos,Todas las edades,2016,124.09666045521908,134.44449573224463,114.7209268419886
México,Enfermedades cardiovasculares,Número,Ambos,Todas las edades,2016,3573504.9560800283,3745051.805149834,3392332.634239886
México,Enfermedades cardiovasculares,Tasa,Ambos,Todas las edades,2016,2867.710919214996,3005.3759786680143,2722.3214900730177
México,Enfermedades respiratorias crónicas,Número,Ambos,Todas las edades,2016,957044.8847624654,1069864.671292666,864207.6417299417
México,Enfermedades respiratorias crónicas,Tasa,Ambos,Todas las edades,2016,768.021340376928,858.5583727058456,693.5201492980649
Chile,Anomalías congénitas,Número,Ambos,Todas las edades,2016,88767.04019895251,97198.58706358875,79125.91929490281
Chile,Anomalías congénitas,Tasa,Ambos,Todas las edades,2016,495.7773291421048,542.8687920963376,441.930212452928
Chile,Síndrome de muerte súbita del lactante,Número,Ambos,Todas las edades,2016,2630.1286114646405,3101.7402575725614,2103.265914430901
Chile,Síndrome de muerte súbita del lactante,Tasa,Ambos,Todas las edades,2016,14.689665616535455,17.323687904263547,11.74705786286298
Chile,Accidentes de tránsito,Número,Ambos,Todas las edades,2016,120921.17242969442,129422.23053393172,113007.38985391529
Chile,Accidentes de tránsito,Tasa,Ambos,Todas las edades,2016,675.363015028559,722.8427087567086,631.1633438438773
México,Síndrome de muerte súbita del lactante,Número,Ambos,Todas las edades,2004,28159.16634516268,32776.525219134026,24361.640653880004
México,Síndrome de muerte súbita del lactante,Tasa,Ambos,Todas las edades,2004,26.342118195045806,30.661529207296557,22.78963836015623
México,Accidentes de tránsito,Número,Ambos,Todas las edades,2004,1111047.266599538,1208065.0480599082,1019934.539006263
México,Accidentes de tránsito,Tasa,Ambos,Todas las edades,2004,1039.353866456891,1130.1113070332242,954.120439802292
México,Caídas,Número,Ambos,Todas las edades,2004,1282340.3375353804,1656286.7592032654,978183.5147710512
México,Caídas,Tasa,Ambos,Todas las edades,2004,1199.5937778688794,1549.410271633157,915.0635159684264
México,Ahogamientos,Número,Ambos,Todas las edades,2004,178191.04968047256,196260.637660162,161106.3545538357
México,Ahogamientos,Tasa,Ambos,Todas las edades,2004,166.69277898522114,183.596376785748,150.7105211003212
Colombia,Diabetes y enfermedades renales,Número,Ambos,Todas las edades,2016,623718.6940928508,729376.4174330583,536921.9236920334
Colombia,Diabetes y enfermedades renales,Tasa,Ambos,Todas las edades,2016,1311.4621125894373,1533.623324647819,1128.9588832428258
Chile,Enfermedades ginecológicas,Número,Ambos,Todas las edades,2016,68595.04785665378,95283.60318697014,46781.39533765937
Chile,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,2016,383.1137046197019,532.173317857563,261.2811600123553
Chile,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,2016,7204.686846503463,11253.476163133457,5051.691099956407
Chile,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,2016,40.23926441682681,62.85236438229791,28.214457929136685
Colombia,Enfermedades ginecológicas,Número,Ambos,Todas las edades,2016,140226.7478324096,197087.38863956128,93064.12402554751
Colombia,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,2016,294.8477714321341,414.4057978667808,195.68128045022289
Colombia,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,2016,32296.5035433595,48308.68666749753,22931.694409461143
Colombia,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,2016,67.90824319901044,101.57626005666272,48.21732726678588
Brasil,Neoplasias,Número,Ambos,Todas las edades,2016,6636637.352913923,6802124.120665552,6381329.791038269
Brasil,Neoplasias,Tasa,Ambos,Todas las edades,2016,3220.981530480334,3301.2977801293905,3097.072252684345
México,Enfermedades ginecológicas,Número,Ambos,Todas las edades,2016,399432.0431194549,544118.2878365313,267766.9112359989
México,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,2016,320.5412181083217,436.6508440735587,214.88093750911543
México,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,2016,78606.2001291704,105723.98934880592,62616.11079829522
México,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,2016,63.08088590863368,84.84270832273361,50.24895917648924
Chile,Ahogamientos,Número,Ambos,Todas las edades,2016,14832.014628642792,15615.983424948132,13977.526589459829
Chile,Ahogamientos,Tasa,Ambos,Todas las edades,2016,82.8390423056139,87.21762646356127,78.06659752317533
Chile,Caídas,Número,Ambos,Todas las edades,2016,118655.00224187056,151550.55948218284,92955.07984022913
Chile,Caídas,Tasa,Ambos,Todas las edades,2016,662.706112189592,846.4327687581834,519.1681632066375
Chile,Diabetes y enfermedades renales,Número,Ambos,Todas las edades,2016,204547.40553845424,224628.401738108,186378.6005328673
Chile,Diabetes y enfermedades renales,Tasa,Ambos,Todas las edades,2016,1142.4281599737133,1254.5835572930723,1040.9526393391975
Brasil,Trastornos neurolágicos,Número,Ambos,Todas las edades,2016,3316491.234731203,4605291.434010627,2407222.4478946878
Brasil,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,2016,1609.603846800346,2235.1015827186347,1168.305367931863
Brasil,Enfermedades digestivas,Número,Ambos,Todas las edades,2016,2650366.2669822983,2967331.112922407,2416883.31129034
Brasil,Enfermedades digestivas,Tasa,Ambos,Todas las edades,2016,1286.311175524737,1440.1447903954331,1172.9941072604067
México,Diabetes y enfermedades renales,Número,Ambos,Todas las edades,2004,3127746.964652644,3468305.490474777,2805118.7771820566
México,Diabetes y enfermedades renales,Tasa,Ambos,Todas las edades,2004,2925.920434474414,3244.50347878667,2624.110723802223
Brasil,Anomalías congénitas,Número,Ambos,Todas las edades,2016,1338181.772115646,1435493.0999799997,1245448.9155329033
Brasil,Anomalías congénitas,Tasa,Ambos,Todas las edades,2016,649.4642607701694,696.6926948535811,604.457911554697
Brasil,Síndrome de muerte súbita del lactante,Número,Ambos,Todas las edades,2016,14250.573171967715,16961.467678631747,11905.792708573606
Brasil,Síndrome de muerte súbita del lactante,Tasa,Ambos,Todas las edades,2016,6.916278612920306,8.231966162611654,5.778278423365344
Brasil,Accidentes de tránsito,Número,Ambos,Todas las edades,2016,2370265.708640036,2485085.1602510973,2265725.879136744
Brasil,Accidentes de tránsito,Tasa,Ambos,Todas las edades,2016,1150.3690293561615,1206.094740030518,1099.6323622574505
Brasil,Caídas,Número,Ambos,Todas las edades,2016,1484246.1492748042,1848458.963917949,1193632.3886571054
Brasil,Caídas,Tasa,Ambos,Todas las edades,2016,720.3541762609105,897.1188067126182,579.3096222682103
Brasil,Ahogamientos,Número,Ambos,Todas las edades,2016,353808.5138356314,375099.31332745217,333170.44007302035
Brasil,Ahogamientos,Tasa,Ambos,Todas las edades,2016,171.71507614332734,182.04821147762505,161.69873038279326
Brasil,Diabetes y enfermedades renales,Número,Ambos,Todas las edades,2016,3443660.298733739,3884432.4112160304,3060289.876457472
